venue,ranking,title,authors,year,citations,url,pdf_url,keywords
2022 IEEE Symposium on VLSI Technology and Circuits (VLSI Technology and Circuits),1,"Semiconductor Innovations, from Device to System",Y. Mii,2022,22,https://www.semanticscholar.org/paper/6fbfa0b516ba3571aec27ff7d762c4acac5d85ec,,"Computer Science, Engineering, Computer Science"
2022 IEEE Symposium on VLSI Technology and Circuits (VLSI Technology and Circuits),2,Holistic Patterning to Advance Semiconductor Manufacturing in the 2020s and Beyond,"M. V. D. Brink, A. Yen, P. Wijnen, M. Lercel, B. Sluijk",2022,7,https://www.semanticscholar.org/paper/79ab0ca69644156491c4c2afb1cf337b8a807f03,,"Computer Science, Engineering, Materials Science, Physics"
2022 IEEE/ACM International Conference On Computer Aided Design (ICCAD),1,A Mixed Open-Source and Proprietary EDA Commons for Education and Prototyping : Invited Paper,A. Kahng,2022,7,https://www.semanticscholar.org/paper/e9a947eb697e0024d76dda07b0453d2446d0e2ce,,"Computer Science, Engineering, Education, Computer Science"
2022 IEEE/IAS Industrial and Commercial Power System Asia (I&CPS Asia),1,Transaction Path-based Market Clearing and Pricing Mechanism Design in Interregional Power Markets,"Zhihuan Zhuo, Mingkai Yu, Jianxiao Wang, Gengyin Li, Chenxing Yang, Haihua Cheng",2022,3,https://www.semanticscholar.org/paper/98953a0f0e5ecfb54c7d806fdfa7739f82a1707d,,"Economics, Engineering"
2022 IEEE/IAS Industrial and Commercial Power System Asia (I&CPS Asia),2,Strategic Reserve Mechanism Design under the Power Market Environment,"Yuling Du, Haili Wang, Liyong Hou, Duo Li, Peng Wang",2022,1,https://www.semanticscholar.org/paper/822e07c8de12399c6ecdef79e7e27b983acb9845,,"Engineering, Environmental Science, Economics"
2022 IST-Africa Conference (IST-Africa),1,"Responsible AI, SDGs, and AI Governance in Africa","K. Wakunuma, George Ogoh, D. Eke, Simisola Akintoye",2022,14,https://www.semanticscholar.org/paper/fb06b0ebf4acfc9822bcdf41667205ebede1166b,https://dora.dmu.ac.uk/bitstreams/259c3c75-1edb-4f92-b084-b8532308bdbf/download,"Political Science, Computer Science, Economics"
2022 International Conference on Applied Physics and Computing (ICAPC),1,The advance of Adversarial attack and defense,Kaiwen Wang,2022,1,https://www.semanticscholar.org/paper/9cc3f4c85e01c62ef080c3cd5357a1d548971eb2,,Computer Science
"2022 International Conference on Big Data, Information and Computer Network (BDICN)",1,Optimization and analysis of differential evolution algorithm based on Pareto sorting in multi-objective problems,"Zhichao Wu, K. Tian",2022,1,https://www.semanticscholar.org/paper/d76bdbcb46705aadfb01889985879e23bbef4e46,,"Computer Science, Mathematics, Business"
2022 International Conference on Blockchain Technology and Information Security (ICBCTIS),1,A Practical Secure Multi-Party Sorting Scheme Based on Radix Sorting and Homomorphic Encryption,"Conghan Yue, Qin Zou, Moude Yang, Zhiwei Wu, Jun Ye, Zhangming Lin",2022,1,https://www.semanticscholar.org/paper/e25eedd574c1df770c5af9242bb9368715e78754,,"Computer Science, Mathematics"
2022 International Conference on Computational Intelligence and Sustainable Engineering Solutions (CISES),1,Blind Source Separation in Perspective of ICA Algorithms: A Review,"Jharna Agrawal, Manish Gupta, Hitendra Garg",2022,5,https://www.semanticscholar.org/paper/c19a1dabfebfda35379b4b3e7602a96f69868613,,"Computer Science, Engineering"
"2022 International Conference on Information Technology, Communication Ecosystem and Management (ITCEM)",1,Self-Organizing Coalition Formation Based on Non-Cooperative Games in Social Networks,"Ruixian Jin, Jun Su",2022,1,https://www.semanticscholar.org/paper/686674ed352b514f8751fb32f8719776853758d2,,Computer Science
"2022 International Conference on Sensing, Measurement & Data Analytics in the era of Artificial Intelligence (ICSMD)",1,Wavelet Convolutional Neural Network with Multilabel Classifier: A Compound Fault Diagnosis Framework and Its Interpretability Analysis,"Hao Lan, Weihua Li, Junbin Chen, Ke Feng, Ruyi Huang",2022,6,https://www.semanticscholar.org/paper/8f63eb74065aad1dc31f1d2f4b9fba9858bbc2e7,,"Engineering, Computer Science"
"2022 Second International Conference on Computer Science, Engineering and Applications (ICCSEA)",1,A Comprehensive Analysis on the Adoption of IoT with Logistics and Supply Chain Management,Basim Aljabhan,2022,6,https://www.semanticscholar.org/paper/66c59599bb212bd4f092f5cfe77ec83707d73a48,,"Business, Engineering, Computer Science"
2023 22nd International Symposium INFOTEH-JAHORINA (INFOTEH),1,Impact of Vulnerability Assesment and Penetration Testing (VAPT) on Operating System Security,"J. Softić, Z. Vejzovic",2023,7,https://www.semanticscholar.org/paper/a09381dacbc5598ed6b29737f7e301a683d5baf5,,Computer Science
2023 2nd International Conference on Vision Towards Emerging Trends in Communication and Networking Technologies (ViTECoN),1,Secure Multi-Party Computation with Robust Reversible Watermarking in Encrypted Images Using AES Cryptosystem,"Dr. V. Sudharshan, Vineeth Surapuneni, S. Shaik",2023,1,https://www.semanticscholar.org/paper/54e9d61f39623dfe1491afb30e4bc61e6c35ab8b,,Computer Science
2023 31st International Conference on Electrical Engineering (ICEE),1,SAR Images Clustering Based on Modified Nonlinear Orthogonal Nonnegative Matrix Factorization (NMF),"Mahdi Jowkar Dehouei, Soolmaz Khazandi, Yaser Norouzi",2023,1,https://www.semanticscholar.org/paper/c966149eba81c611ddd1720776371d7d209087f6,,"Engineering, Environmental Science, Computer Science"
2023 38th IEEE/ACM International Conference on Automated Software Engineering Workshops (ASEW),1,GUI-Based Software Testing: An Automated Approach Using GPT-4 and Selenium WebDriver,"Daniel Zimmermann, Anne Koziolek",2023,15,https://www.semanticscholar.org/paper/f1c3d945ada7be6d1d20f3e0a2b1d3ad7cb68329,,"Computer Science, Computer Science"
2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),1,Artificial Intelligence in Supply Chain Management in Industry 4.0,"S. Jagadeesan, Davinder Kaur Malik, Shikha Bharti, Sardar Parminder Singh, Read Khalid Ibrahim, M. Alazzam",2023,2,https://www.semanticscholar.org/paper/855cd230f5b6321d4729f343206efb341f0e02b2,,"Computer Science, Engineering, Business"
"2023 3rd International Conference on Computer Science, Electronic Information Engineering and Intelligent Control Technology (CEI)",1,Research on Water Leakage Fault Detection of Air Conditioning and Refrigeration Plant Room Based on Computer Vision Technology,"Rundong Liu, Zhengwei Li, Rui Zhou, Yuxuan Ding, Shiyang Wen, Xiujin Zhu",2023,1,https://www.semanticscholar.org/paper/d605fcc17c6c9ed0b01fdf6fd4f42a22482e6653,,"Engineering, Environmental Science, Computer Science"
2023 3rd International Conference on Digital Society and Intelligent Systems (DSInS),1,Intelligent Adaptive Decision-Making for Autonomous Vehicles: A Learning-Enhanced Game-Theoretic Approach in Interactive Scenarios,"Heye Huang, Xunjia Zheng, Yicong Liu, Shiyue Zhao, Yuning Wang, Jianqiang Wang",2023,3,https://www.semanticscholar.org/paper/9b9233f81d91e406280650fce4707e3e128e6fa7,,"Computer Science, Engineering"
"2023 3rd International Conference on Electrical, Computer, Communications and Mechatronics Engineering (ICECCME)",1,"Preference Learning in Food Recommendation: the ""Myfood"" Case Study","Simone Sandri, Andrea Molinari",2023,3,https://www.semanticscholar.org/paper/5361eaca0772d0cacea999cfd8ac6f3e712de059,,"Computer Science, Environmental Science"
2023 3rd International Conference on Innovative Sustainable Computational Technologies (CISCT),1,"Assessing Intrusion Detection Process Using ML Techniques: Issues, Options, and Potential Future Directions","Ankesh Gupta, Baldev Singh, Nilam Chaudhary",2023,1,https://www.semanticscholar.org/paper/cc4de6372989b562e8ccb21314534d0200610314,,"Computer Science, Engineering"
2023 4th International Conference on Information Science and Education (ICISE-IE),1,Improving Classroom Quality by Analyzing Student Behaviors Through Computer Vision,"Xiaopan Chen, Boyuan Li, Xiaoke Zhu, Tao Zhang",2023,1,https://www.semanticscholar.org/paper/be17be57a5d9bcedf755b5ba7fd2d1d93128b7a2,,"Computer Science, Education"
"2023 4th International Conference on Information Science, Parallel and Distributed Systems (ISPDS)",1,Adaptive Dictionary Learning Data Compression Algorithm for Distributed Photovoltaics,"Bo Li, Zhan Shi, Xiaozhi Deng, Zhentian Wu, Xiuzhu Wang",2023,2,https://www.semanticscholar.org/paper/0ff0eb1e4746bb56487b1adff28a64490148b8e4,,"Engineering, Environmental Science, Computer Science"
2023 53rd Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshops (DSN-W),1,Safeguarding Cooperative Maneuver Information with Practical Byzantine Fault Tolerance,"E. Vieira, João Almeida, J. Ferreira, P. Bartolomeu",2023,2,https://www.semanticscholar.org/paper/fa1c4e0193cc24aeec6e0aec8f9bc1b238f0cb0e,,"Computer Science, Engineering, Computer Science"
2023 8th Asia Conference on Power and Electrical Engineering (ACPEE),1,Research on Voltage Regulation Technology of Aircraft 270V Brushless DC Power Generation System Based on H-Infinity Robust Control,"Jinhao Wang, Shanshui Yang, Lingrong Gu, L. xilinx Wang",2023,1,https://www.semanticscholar.org/paper/3e8141dabe2973fb1882b855f20b64549e23dc3f,,Engineering
2023 9th International Conference on Advanced Computing and Communication Systems (ICACCS),1,Logistics and Supply Chain Management in Leather Industry Using Blockchain,"Dr N Nasurudeen Ahamed, R. Vignesh",2023,1,https://www.semanticscholar.org/paper/29c48113f74c781adeb6752d40855fbdb30e65dd,,"Business, Engineering, Environmental Science"
2023 Advanced Computing and Communication Technologies for High Performance Applications (ACCTHPA),1,A Detailed Study on Adversarial Attacks and Defense Mechanisms on Various Deep Learning Models,"K. Priya, Peter J Dinesh",2023,2,https://www.semanticscholar.org/paper/8f91f1a4fd29a8a660452854efcd956c76818fa9,,Computer Science
2023 Future of Educational Innovation-Workshop Series Data in Action,1,Biomechanics Digital Twin: Markerless Joint Acceleration Prediction Using Machine Learning and Computer Vision,"Milton Candela, Dacia Martínez Díaz, Cecilia Orozco Romo, Aime Judith Aguilar Herrera, Jesús Eduardo Martínez Herrera, Arath Emmanuel Marín Ramírez, Luis Orlando Santos Cruz, César Francisco Cruz Gómez, Santiago Xavier Carrillo Ruiz, Erick Adrián Gutiérrez Flores, Karen Lizette Rodríguez Hernández, Esther Aimeé Delgado Jiménez, Ricardo A. Ramírez Mendoza, Gerardo Presbítero Espinosa, J. D. J. L. Santos, Mauricio Adolfo Ramírez Moreno",2023,3,https://www.semanticscholar.org/paper/a3f5583369448e9ff42bf7fb17efc853c0b3d426,,"Engineering, Medicine, Computer Science"
2023 IEEE 12th Data Driven Control and Learning Systems Conference (DDCLS),1,PH Nonlinear Process Control Method Based on Lyapunov Stability Theory,"Juan Chen, Baoming Ou",2023,1,https://www.semanticscholar.org/paper/5843507cbdc7a430569094d7f2bab06fb51261fc,,"Engineering, Chemistry"
"2023 IEEE 6th International Conference on Automation, Electronics and Electrical Engineering (AUTEEE)",1,A Symbolic Execution-Based Approach for Smart Contract Vulnerability Detection,"Xueqing Li, Junjie Liu, Xiarun Chen, Qingfeng Zhang",2023,4,https://www.semanticscholar.org/paper/f4fbd6b8036c9cda5f4b20e69f61f73cb901b26d,,Computer Science
"2023 IEEE International Conference on Control, Electronics and Computer Technology (ICCECT)",1,Suppression method of MT interference noise based on marginal spectrum and blind source separation,"Xiaoling Cao, Tao Jiang",2023,1,https://www.semanticscholar.org/paper/8bf4589f3559e093f24e59e2e10e6c5f3aca51cb,,"Engineering, Geology"
2023 IEEE International Conference on Data Mining Workshops (ICDMW),1,EL-VIT: Probing Vision Transformer with Interactive Visualization,"Hong Zhou, Rui Zhang, Peifeng Lai, Chaoran Guo, Yong Wang, Zhida Sun, Junjie Li",2023,2,https://www.semanticscholar.org/paper/503e53602891dfb33678f8d712eb5a8f1982da8a,https://ink.library.smu.edu.sg/context/sis_research/article/9711/viewcontent/EL_VIT_av.pdf,"Computer Science, Computer Science"
2023 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops),1,CASPER: Context-Aware Anomaly Detection System for Industrial Robotic Arms,"Hakan Kayan, Omer F. Rana, P. Burnap, Charith Perera",2023,3,https://www.semanticscholar.org/paper/e1902065ffcd33bae329fe6f9097f89a72a891a8,https://orca.cardiff.ac.uk/id/eprint/156342/1/HakanPerCom_compressed.pdf,"Computer Science, Engineering, Computer Science"
2023 IEEE International Workshop on Technologies for Defense and Security (TechDefense),1,Assessing the Robustness of Intelligence-Driven Reinforcement Learning,"Lorenzo Nodari, Federico Cerutti",2023,1,https://www.semanticscholar.org/paper/d0ba4720ad3d2bd49d7f865324a3dc31db1c88c1,http://arxiv.org/pdf/2311.09027,"Computer Science, Computer Science, Engineering"
2023 IEEE Renewable Energy and Sustainable E-Mobility Conference (RESEM),1,A review on the integration of electric vehicles into the power grid and its impact on the energy infrastructure in India,"Bhoopendra Singh, Mayank Tripathi, Shweta Maithil, Vinayak Gupta",2023,3,https://www.semanticscholar.org/paper/703ca231fe8eef7bef04148b1e61f3d05a9b0d63,,"Environmental Science, Engineering, Economics"
2023 IEEE/ACM 45th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),1,Achieving Last-Mile Functional Coverage in Testing Chip Design Software Implementations,"Ming-Yi Yan, Junjie Chen, Hangyu Mao, Jiajun Jiang, Jianye Hao, Xingjian Li, Zhao Tian, Zhichao Chen, Dong Li, Zhangkong Xian, Yanwei Guo, Wulong Liu, Bin Wang, Yuefeng Sun, Yongshun Cui",2023,2,https://www.semanticscholar.org/paper/657761d5b3b4edfbfa2cbe7e0274728585772aa1,,"Computer Science, Engineering, Computer Science"
2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD),1,EMSim+: Accelerating Electromagnetic Security Evaluation with Generative Adversarial Network,"Ya Gao, Haocheng Ma, Jindi Kong, Jiaji He, Yiqiang Zhao, Yier Jin",2023,1,https://www.semanticscholar.org/paper/cc819641d9a2431f364529844cebe8e1e62b68dd,,"Computer Science, Engineering, Computer Science"
2023 IEEE/ASME International Conference on Advanced Intelligent Mechatronics (AIM),1,A Robust Wavelet-integrated Residual Network for Fault Diagnosis of Machines with Adversarial Training,"Xiwei Li, Y. Lei, Xiang Li, Bin Yang",2023,2,https://www.semanticscholar.org/paper/289ec390ea3df88273a46e71b75fb9ab30bc08ef,,"Computer Science, Engineering, Computer Science"
2023 IEEE/CIC International Conference on Communications in China (ICCC Workshops),1,Quantitative Analysis of GoP Structure for Scalable Video Coding: an Information Theory Perspective,"Weijia Han, Yangyingzi Zhang, Yanan Chong, Hu Wang, Zihao Li, Wei He, Xiao Ma",2023,1,https://www.semanticscholar.org/paper/2827c76dbe9e8c4e0caef897bc51a794cded61db,,"Computer Science, Computer Science"
2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),1,MobileViG: Graph-Based Sparse Attention for Mobile Vision Applications,"Mustafa Munir, William Avery, R. Marculescu",2023,46,https://www.semanticscholar.org/paper/44c266ad28cdc779680044c7e87aacd5d342c702,http://arxiv.org/pdf/2307.00395,"Computer Science, Computer Science, Engineering"
2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2,Disentangling Neuron Representations with Concept Vectors,"Laura O'Mahony, V. Andrearczyk, H. Muller, Mara Graziani",2023,16,https://www.semanticscholar.org/paper/c8bbb0bd64e5ae943cbdde5fcdc7d9c7fb966815,https://arxiv.org/pdf/2304.09707,"Computer Science, Computer Science"
